battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1203,1,0.5,1,0,1,11,0.9,109,2,12,35,510,1672,17,13,19,1,1,0,0
1777,0,2.2,1,0,0,15,0.2,100,4,7,553,874,1552,10,8,10,1,1,0,1
1299,1,2.8,1,0,0,64,0.5,83,6,6,46,908,1938,19,8,5,1,0,1,1
1494,0,1.9,0,2,1,47,0.4,129,2,9,207,1177,3202,13,1,14,1,0,0,3
527,0,0.7,1,4,0,53,0.9,128,1,11,67,1924,1302,13,7,13,0,0,0,0
793,1,2.8,1,1,1,64,0.4,179,4,2,818,1006,2296,12,0,5,1,1,0,1
873,1,0.5,1,6,0,8,0.6,152,7,9,1257,1411,575,15,8,7,1,0,1,0
722,0,1.1,0,12,0,12,1,93,6,20,138,1371,2359,13,6,3,0,0,0,1
1250,1,1.5,0,14,1,20,0.4,167,5,18,11,1020,3314,6,5,6,1,1,1,2
1358,0,1.7,0,0,0,60,0.6,147,3,1,889,1635,440,14,10,13,1,0,0,0
1035,1,1.9,1,8,0,11,1,173,6,10,831,1709,2002,17,8,5,1,1,0,1
1289,0,0.8,1,3,1,16,0.9,161,6,17,713,1854,3167,14,8,20,1,1,0,3
1445,0,2.2,1,2,0,37,0.4,82,2,6,527,1393,3480,17,16,17,1,1,1,3
1702,1,2.3,1,12,1,47,0.6,107,2,19,1284,1643,595,10,0,19,1,0,1,1
534,0,0.5,1,4,0,2,0.2,85,5,16,911,1220,2466,5,3,18,0,1,1,2
628,1,1.8,0,5,0,60,0.2,87,6,6,1047,1534,1337,12,7,14,0,1,0,1
713,0,1.4,1,4,0,53,0.8,98,1,17,123,1477,1462,19,18,13,1,0,1,0
1207,0,0.5,0,0,0,58,0.3,112,8,0,406,681,503,7,3,5,1,1,0,0
683,1,2.1,0,7,0,30,0.1,197,7,8,927,1135,2066,9,0,15,0,0,0,1
594,1,2.6,0,1,0,27,0.1,196,5,2,407,528,708,17,5,17,0,1,1,0
537,1,2,0,1,1,55,0.3,103,7,2,1041,1430,2029,10,5,12,1,1,1,1
1565,1,0.5,0,0,0,38,0.1,121,5,1,781,1364,308,19,17,7,1,1,1,0
1052,0,0.9,0,1,0,6,0.8,195,4,16,1191,1839,552,6,1,11,0,0,1,0
713,0,1.6,0,4,1,63,0.7,89,2,8,103,1760,2082,15,10,12,1,0,0,1
1766,1,0.5,1,1,0,16,0.6,141,5,7,125,1227,3314,9,7,17,0,0,1,3
584,1,1.7,1,1,1,19,0.4,199,4,4,919,1343,3996,12,9,17,1,1,1,3
1541,1,1.5,1,6,1,5,0.5,109,4,10,536,1656,1795,7,3,4,1,1,1,1
837,0,2.4,1,1,0,51,0.2,104,5,15,638,1831,594,16,6,20,1,0,1,0
935,1,0.5,1,3,1,58,0.1,155,5,12,639,1087,2473,10,4,9,1,0,1,2
665,1,0.7,0,0,1,31,0.1,185,5,2,496,1804,690,5,2,15,1,0,0,0
680,1,2.4,0,13,1,34,0.4,157,2,17,686,1418,3845,15,1,4,1,1,1,3
877,0,1.5,1,0,1,17,0.1,195,7,0,1064,1985,2004,11,8,9,1,1,1,1
1493,0,1.5,1,13,0,53,0.5,102,5,16,240,1414,2083,19,15,20,0,1,1,2
1762,0,0.6,0,3,1,26,0.1,83,6,14,525,704,2661,9,7,4,1,1,0,2
842,1,1.8,1,4,0,57,1,124,3,10,348,730,1903,8,4,14,0,1,0,1
925,1,2.1,0,9,0,56,0.2,196,1,14,1262,1520,2466,8,0,5,1,0,0,2
1692,0,2.1,0,4,1,2,0.9,106,1,17,1899,1904,3779,9,3,7,1,1,1,3
1576,1,2.2,0,8,0,5,0.7,139,3,17,258,789,3904,5,1,7,1,1,1,3
1065,0,1.7,1,4,1,48,0.3,162,6,8,1188,1948,265,8,0,12,1,0,0,0
958,1,1.6,0,9,1,60,0.4,200,1,12,730,751,1417,10,4,19,1,0,1,0
623,1,0.8,0,6,1,26,0.3,197,7,12,484,1238,1769,10,1,16,1,0,0,1
897,0,1.4,1,1,0,17,0.4,171,1,2,547,1852,2948,12,3,5,0,0,1,2
1110,0,1.5,0,4,1,41,0.1,152,3,16,800,1455,2572,16,5,16,1,0,1,2
616,1,2.2,0,3,1,21,0.8,150,7,4,347,513,3267,17,9,19,1,0,0,2
1680,1,1.2,1,6,1,37,0.7,168,4,7,679,1231,1459,15,3,2,1,1,0,1
1715,0,1.3,0,0,1,12,0.3,94,8,6,1224,1676,1633,15,10,5,1,1,1,2
983,0,0.6,1,0,1,45,0.1,130,4,11,948,1205,2052,5,3,6,1,0,1,1
720,1,0.9,1,12,1,14,0.8,165,4,14,366,1234,1086,14,7,3,1,1,0,0
1660,0,0.6,0,2,1,24,0.8,169,2,3,223,1777,2402,12,10,14,1,1,1,2
1564,0,1.5,1,1,0,42,0.7,108,2,2,1619,1962,3376,7,0,7,0,1,0,3
592,0,0.8,1,1,0,52,0.9,103,7,10,332,970,1507,5,0,4,0,0,1,0
969,0,1.8,1,2,1,44,0.6,158,3,7,167,909,641,9,1,8,1,0,1,0
1356,1,0.5,1,0,0,35,0.8,131,1,19,782,951,3451,5,2,17,1,1,1,3
504,1,1,0,8,0,14,0.5,189,7,9,881,1129,1607,15,0,10,1,1,1,0
1546,1,0.5,1,3,1,6,0.2,101,1,4,91,1317,3521,15,11,9,1,0,0,3
689,0,2.9,1,3,1,7,0.8,147,2,6,487,722,1241,9,0,16,1,0,0,0
1685,0,0.6,0,14,0,16,0.6,137,7,15,120,1429,881,6,3,17,0,1,1,0
1792,1,1,0,3,1,62,0.3,170,7,8,1626,1913,2563,18,14,15,1,0,1,3
1786,0,1.2,0,11,0,61,0.1,123,3,14,74,865,3033,14,11,17,0,1,0,3
1944,0,0.6,1,9,1,59,0.2,132,7,10,634,1079,769,19,13,3,1,0,1,0
1077,1,2.5,0,13,1,49,0.6,131,4,14,334,1079,3454,17,11,2,1,0,1,3
648,1,1.8,0,1,1,60,0.1,195,4,4,931,1811,819,10,3,4,1,0,0,0
1702,1,0.5,1,8,0,2,0.6,185,6,19,921,1351,435,12,9,3,0,1,1,0
1571,0,2.9,0,1,0,30,0.9,150,7,3,805,956,586,10,9,4,0,1,1,0
856,1,1.1,1,14,1,19,0.7,125,6,19,1057,1931,650,17,0,10,1,0,1,0
1786,0,2.6,0,6,0,14,1,115,4,15,616,912,3038,18,0,14,1,0,0,3
914,1,0.7,0,1,1,60,0.9,198,5,4,740,840,3736,14,8,5,1,0,0,3
1615,1,2.8,0,3,0,9,0.9,117,1,13,542,678,2948,8,3,3,1,1,0,2
649,1,1.4,0,4,1,19,0.8,190,7,12,344,1551,739,18,1,2,1,1,0,0
1646,0,2.5,0,3,1,25,0.6,200,2,5,211,1608,686,8,6,11,1,1,0,0
1189,1,1.9,0,5,0,7,0.5,164,2,20,79,615,841,13,10,11,0,1,0,0
1043,0,2.7,0,3,0,29,0.2,83,8,17,887,893,1183,5,3,8,1,0,0,0
1920,0,0.6,1,3,1,19,0.5,131,3,8,670,1152,3943,13,0,4,1,1,0,3
1220,1,2.8,0,1,0,54,0.7,109,7,20,383,1249,1037,6,4,15,1,0,0,0
1748,1,0.5,1,11,1,53,0.5,114,4,20,718,1109,2633,16,0,9,1,0,0,2
907,1,2.6,1,7,0,44,0.2,160,3,12,144,896,3911,13,6,8,0,0,0,3
1193,1,2.3,0,7,0,20,1,158,7,13,1442,1904,1958,7,5,2,1,0,0,2
1766,1,0.5,1,1,1,22,0.8,122,8,4,291,1318,3297,7,5,16,1,0,0,3
1278,1,1,0,7,1,24,0.8,170,3,16,1352,1775,3141,6,2,11,1,1,1,3
1234,0,1.7,1,8,0,17,0.9,174,6,15,209,725,3351,12,9,19,0,0,1,2
1961,1,1.5,0,10,0,55,0.5,100,7,20,861,1888,2355,14,7,6,1,1,1,3
1745,0,2.9,0,0,1,3,0.9,105,3,0,426,1629,1308,5,0,2,1,1,0,1
1442,0,0.6,1,1,0,27,0.4,127,5,8,266,642,991,14,8,7,1,0,0,0
1083,1,2.9,1,1,1,39,1,173,8,2,523,542,3248,8,6,6,1,0,1,2
868,1,0.9,0,5,0,5,0.4,137,4,7,40,1311,1519,13,0,2,0,0,1,0
864,0,1.6,1,0,1,53,0.3,88,6,1,262,1436,493,18,9,10,1,1,0,0
1142,1,1.2,0,0,0,2,0.6,114,6,0,623,769,1747,7,0,14,0,1,0,1
608,1,0.5,1,0,0,64,0.9,94,4,0,4,1351,2517,16,8,7,1,1,1,1
983,0,1.8,0,0,1,53,0.9,187,1,4,1001,1176,1389,17,8,8,1,1,1,1
1720,0,1.6,0,18,1,2,0.8,188,5,20,334,896,2522,10,5,2,1,0,1,2
1802,1,1.2,1,8,0,27,0.5,116,5,16,453,963,1885,10,9,7,1,1,0,2
591,0,2.1,1,18,1,16,0.5,196,7,20,952,1726,704,14,5,4,1,1,1,0
1205,1,2.7,0,5,0,10,0.1,163,6,10,321,1870,953,18,11,20,0,1,1,0
1369,1,1.7,1,3,0,28,0.6,108,1,18,1451,1469,3206,16,15,4,0,0,0,3
713,0,0.9,1,0,0,42,0.1,94,1,14,1048,1123,928,12,10,9,0,0,1,0
1082,0,2.3,1,11,0,2,1,101,4,20,398,724,2177,12,2,17,0,1,0,1
1719,1,2.1,1,0,0,52,0.1,187,3,1,417,520,2610,10,1,11,1,1,1,2
1544,0,2.4,0,18,1,12,0.1,186,7,20,470,844,489,9,4,2,1,0,1,0
1090,1,2.3,0,1,1,8,0.6,128,8,8,1217,1670,3839,17,3,11,1,0,1,3
1991,0,2.8,0,3,1,15,0.1,181,1,13,298,1037,1861,8,5,17,1,1,1,1
1367,0,2.9,0,4,0,56,0.8,176,2,6,36,642,299,6,2,10,0,1,0,0
1179,1,0.5,0,7,1,32,0.3,182,2,12,85,1451,340,16,5,16,1,0,0,0
721,1,2.7,1,1,1,15,0.2,102,5,18,655,1255,3606,10,0,5,1,1,1,3
1549,1,1.8,1,0,0,62,0.7,91,4,4,167,990,799,7,3,9,1,0,1,0
1349,1,2.1,1,3,0,46,0.9,134,6,12,212,623,2367,11,7,10,1,0,1,1
1799,0,1,0,1,1,30,0.6,123,3,9,617,1386,445,10,8,10,1,1,0,0
1075,0,0.5,1,2,0,11,0.2,122,1,16,271,1769,3927,8,3,7,1,0,0,3
684,1,0.9,1,3,1,63,1,157,5,9,159,1738,3756,17,5,12,1,1,1,3
1837,0,0.5,0,9,0,36,0.9,162,4,20,786,872,770,14,1,15,0,0,1,0
1619,1,1.9,0,2,1,21,0.4,138,1,9,46,562,1641,7,2,13,1,0,0,1
965,1,1.4,0,1,0,13,0.9,197,8,2,645,1275,2343,17,12,15,1,0,0,2
730,0,1.5,0,9,0,9,0.7,122,4,15,1371,1677,2787,10,8,7,1,0,1,2
1361,1,1.4,0,1,0,47,1,169,5,2,881,1382,2495,8,7,16,0,0,1,2
1494,0,1.6,0,3,1,45,0.8,158,5,4,449,790,3208,11,9,4,1,0,0,3
1027,1,0.8,0,7,0,18,1,146,7,11,338,534,1234,7,4,14,1,0,1,0
1807,0,0.8,1,0,1,38,0.2,97,8,0,1332,1814,1069,7,6,7,1,0,0,1
709,0,2.4,1,1,0,11,0.1,130,5,11,119,1531,3568,16,14,3,0,0,1,3
689,0,1.4,0,2,0,45,0.5,103,5,11,256,823,3585,10,1,10,1,0,0,3
955,1,0.5,0,2,0,2,0.6,155,4,10,428,1254,1974,14,1,18,1,1,0,1
1872,1,1.9,0,5,0,35,0.6,111,3,14,1546,1879,2419,15,5,19,0,0,0,3
1259,0,1.2,1,0,0,13,0.5,97,2,0,1210,1989,340,17,13,4,1,0,1,0
695,0,1.2,0,1,1,41,0.4,169,8,8,789,1211,2282,5,2,17,1,1,0,1
1969,0,1.2,1,9,0,63,0.2,132,4,11,390,756,298,10,1,10,1,1,0,0
759,0,2.5,0,3,1,39,0.3,162,2,8,110,1317,968,6,2,2,1,0,0,0
936,0,1,0,1,0,18,0.2,153,3,18,1330,1686,2391,12,6,3,1,1,1,2
1176,1,2.1,0,2,1,62,0.5,168,2,10,674,1455,1534,6,2,17,1,0,0,1
1802,0,2.7,1,0,1,10,0.6,101,7,9,253,590,696,14,7,3,1,1,0,0
772,0,1,1,0,1,23,0.6,97,7,11,317,1805,2782,7,0,17,1,0,0,2
1318,1,2.4,0,1,1,45,0.1,136,2,7,183,661,755,18,3,9,1,0,1,0
591,1,0.5,1,1,1,16,0.9,90,6,17,892,1603,3746,5,0,5,1,1,0,3
569,1,2.5,1,0,0,41,0.3,124,1,1,388,605,2651,17,7,4,0,0,0,1
764,0,1,1,9,1,45,0.5,124,8,11,52,539,1341,19,1,12,1,0,0,0
1056,1,2.1,1,8,1,37,0.7,101,3,11,914,979,2651,15,5,3,1,1,1,2
1982,1,1.6,0,2,1,12,0.2,80,5,20,287,593,1824,13,3,14,1,1,1,1
1830,1,0.5,0,5,0,14,0.8,160,6,6,773,1353,1905,16,3,19,1,1,1,2
1122,0,0.5,0,0,1,40,0.3,156,7,14,675,1163,1456,9,3,20,1,1,0,1
1023,1,0.7,0,2,1,63,0.7,153,7,8,367,1985,3155,11,10,7,1,1,1,3
1283,1,2.4,1,8,1,33,1,93,3,15,510,980,773,17,7,2,1,1,0,0
1602,0,1.6,1,0,1,35,0.1,99,7,7,1325,1800,1829,18,17,13,1,0,0,2
732,1,1.3,0,5,1,32,0.4,163,8,7,1661,1836,3883,12,2,5,1,0,1,3
1854,0,0.9,1,0,1,33,0.4,195,1,0,665,718,1675,14,12,9,1,0,1,1
718,1,1.6,1,1,1,30,0.4,93,3,12,662,997,1601,10,9,12,1,1,1,1
897,1,2,0,3,1,2,0.6,154,8,10,0,994,1958,7,5,7,1,1,0,1
1405,0,1.7,0,0,0,8,0.3,107,4,7,284,1036,2376,19,6,11,0,1,0,2
798,0,0.6,1,6,1,21,0.5,110,2,12,661,1951,1647,12,2,3,1,0,0,1
1035,1,2.7,0,1,0,40,0.2,157,5,15,757,1912,3548,14,4,5,0,1,1,3
1396,1,0.6,0,0,0,37,0.7,134,4,15,560,1177,2694,18,3,19,0,0,1,2
1749,1,0.5,1,7,1,49,0.8,178,1,8,470,775,2195,5,4,4,1,0,1,2
1588,1,2.5,0,12,1,4,0.3,148,5,20,146,822,2506,5,3,11,1,0,0,2
1600,0,0.5,0,1,1,16,0.3,94,4,16,1315,1710,2073,9,5,4,1,1,0,2
1522,0,2.2,0,4,0,21,0.7,162,6,11,533,1696,3767,15,9,16,0,0,1,3
1279,1,2.5,0,5,1,7,0.5,105,6,6,560,1633,1150,7,2,7,1,0,0,1
719,0,2.9,0,7,0,6,0.7,102,6,8,405,1141,841,9,1,2,1,0,0,0
544,1,0.5,1,2,1,7,0.2,129,5,15,227,610,1675,13,4,17,1,1,0,0
1007,1,2.9,1,5,1,21,0.8,185,8,12,479,831,1301,8,6,12,1,1,0,0
590,1,1.2,1,0,0,32,0.4,141,6,1,227,509,1817,10,0,6,0,1,0,0
1788,0,0.5,0,0,1,6,0.2,141,6,16,149,1022,2321,7,5,20,1,1,0,2
748,0,1.4,0,0,0,25,1,110,7,14,88,709,1974,17,5,13,0,1,1,1
757,1,0.9,1,4,0,64,0.5,157,7,5,114,819,3433,6,5,10,1,1,0,2
1561,1,1.6,1,1,1,27,0.8,174,3,10,662,874,1205,12,7,3,1,1,0,1
1327,0,2.8,0,10,0,23,0.5,89,7,16,441,1721,872,7,5,4,1,1,1,0
797,1,1.5,1,4,0,18,0.6,81,8,20,888,1466,2052,9,3,14,1,1,1,1
727,1,2.5,1,0,1,64,0.2,193,1,9,664,711,3654,9,1,16,1,1,0,3
686,1,2.7,1,0,0,36,0.1,194,4,1,64,745,1503,10,0,13,0,0,0,0
1515,1,2.1,1,4,1,24,0.9,176,5,6,747,1247,3104,6,5,20,1,0,0,3
555,1,0.5,1,2,0,17,0.2,163,5,12,956,1010,343,19,14,3,0,1,1,0
1589,0,0.6,0,0,0,5,0.8,112,5,2,776,1397,3430,7,5,19,1,1,1,3
1976,1,2.6,1,6,0,45,1,136,4,19,652,1933,2470,11,1,3,0,0,0,3
1884,0,1,1,3,0,24,0.5,149,6,4,1168,1179,1396,15,8,9,1,1,1,1
1063,0,2,0,0,0,27,0.2,86,6,7,201,582,2668,12,5,19,0,0,0,2
672,1,0.6,1,13,0,61,0.1,194,5,20,724,1127,1457,14,10,20,1,0,1,0
635,1,0.5,0,9,0,16,1,110,7,17,599,1299,2452,19,17,8,1,0,0,2
1906,1,1.9,1,3,0,55,0.2,113,3,4,3,629,1871,13,5,4,1,0,1,1
1753,0,0.7,0,4,0,40,0.6,191,4,11,1652,1983,1112,8,2,15,1,1,1,1
659,0,1.4,1,2,1,3,0.1,85,8,6,190,657,967,10,1,14,1,0,1,0
1583,0,1.2,1,0,0,14,0.2,148,2,4,1171,1673,2498,13,6,8,0,0,1,2
1783,0,2.9,1,2,0,42,0.7,104,6,8,1081,1979,387,14,5,3,0,1,0,1
1667,0,1,1,0,1,21,0.9,138,2,0,1211,1396,635,17,7,15,1,0,0,0
640,0,1.3,1,5,1,6,0.6,143,8,20,976,1353,2711,15,7,8,1,1,0,2
1913,1,1.8,0,0,0,29,0.6,111,5,4,675,742,2023,17,13,8,1,1,0,2
538,0,1.1,1,0,1,25,0.3,163,7,7,455,537,2215,9,3,17,1,1,1,1
1191,0,0.8,0,6,1,46,0.8,89,6,9,42,807,824,19,18,7,1,0,0,0
816,0,3,1,2,0,9,0.1,117,1,3,1196,1651,3851,10,3,14,1,0,1,3
915,1,0.5,1,9,1,33,0.3,199,2,16,503,986,2156,7,3,13,1,1,0,1
1157,1,0.8,0,7,0,27,0.1,88,8,8,1694,1798,2885,8,4,2,1,0,1,3
1201,1,0.5,0,2,0,10,1,99,7,7,306,558,495,15,6,14,1,1,1,0
1379,0,1.1,1,1,1,18,0.2,129,2,16,838,885,2358,10,5,15,1,1,0,2
1483,1,2.2,0,3,1,53,0.7,169,5,11,291,651,1744,6,3,10,1,0,0,1
1614,0,1.2,0,1,1,9,0.1,161,3,2,173,1219,1832,15,8,11,1,0,0,1
930,1,1,1,4,1,4,0.9,144,8,10,1017,1289,2016,13,10,16,1,1,1,1
1454,0,2.6,0,8,0,6,0.4,199,3,20,698,1018,1300,10,0,2,0,0,1,1
1784,0,1.6,0,4,0,41,0.4,164,6,20,610,1437,2313,14,1,11,0,1,0,2
1262,0,1.8,1,12,0,34,0.1,149,5,16,223,737,3248,13,3,4,0,1,1,2
797,0,2.2,1,0,0,37,0.9,144,7,2,206,1167,2216,9,5,6,1,0,0,1
1829,1,2.1,0,8,0,59,0.1,91,5,15,1457,1919,3142,16,6,5,1,1,1,3
1139,1,0.9,1,6,1,58,0.5,161,2,11,742,999,1850,9,4,8,1,0,0,1
618,1,1,0,9,1,13,0.1,80,4,15,591,724,1424,15,12,7,1,1,0,0
1547,1,2.9,0,2,0,57,0.4,114,1,3,347,957,1620,9,2,19,0,1,1,1
586,0,2.8,0,2,0,15,0.2,83,3,11,241,854,2592,12,8,3,0,0,0,1
1617,1,2.4,0,8,1,36,0.8,85,1,9,743,1426,296,5,3,7,1,0,0,0
1882,0,2,0,11,1,44,0.8,113,8,19,4,743,3579,19,8,20,1,1,0,3
674,1,2.9,1,1,0,21,0.2,198,3,4,576,1809,1180,6,3,4,1,1,1,0
1467,1,0.5,0,0,0,18,0.6,122,5,0,888,1099,3962,15,11,5,1,1,1,3
858,0,2.2,0,1,0,50,0.1,84,1,2,528,1416,3978,17,16,3,1,1,0,3
794,1,0.5,1,0,1,2,0.8,106,6,14,1222,1890,668,13,4,19,1,1,0,0
1965,1,2.6,1,0,0,39,0.2,187,4,3,915,1965,2032,11,10,16,1,1,1,2
1911,0,0.9,1,1,1,36,0.7,108,8,3,868,1632,3057,9,1,5,1,1,0,3
1512,0,0.9,0,4,1,46,0.1,145,5,5,336,670,869,18,10,19,1,1,1,0
510,1,2,1,5,1,45,0.9,168,6,16,483,754,3919,19,4,2,1,1,1,3
1,1043,1,1.8,1,14,0,5,0.1,193,3,16,226,1412,3476,12,7,2,0,1,0
2,841,1,0.5,1,4,1,61,0.8,191,5,12,746,857,3895,6,0,7,1,0,0
3,1807,1,2.8,0,1,0,27,0.9,186,3,4,1270,1366,2396,17,10,10,0,1,1
4,1546,0,0.5,1,18,1,25,0.5,96,8,20,295,1752,3893,10,0,7,1,1,0
5,1434,0,1.4,0,11,1,49,0.5,108,6,18,749,810,1773,15,8,7,1,0,1
6,1464,1,2.9,1,5,1,50,0.8,198,8,9,569,939,3506,10,7,3,1,1,1
7,1718,0,2.4,0,1,0,47,1,156,2,3,1283,1374,3873,14,2,10,0,0,0
8,833,0,2.4,1,0,0,62,0.8,111,1,2,1312,1880,1495,7,2,18,0,1,1
9,1111,1,2.9,1,9,1,25,0.6,101,5,19,556,876,3485,11,9,10,1,1,0
10,1520,0,0.5,0,1,0,25,0.5,171,3,20,52,1009,651,6,0,5,1,0,1
11,1500,0,2.2,0,2,0,55,0.6,80,7,6,503,1336,3866,13,7,20,0,1,0
12,1343,0,2.9,0,2,1,34,0.8,171,3,6,235,1671,3911,15,8,8,1,1,1
13,900,1,1.4,1,0,0,30,1,87,2,3,829,1893,439,6,2,20,1,0,0
14,1190,1,2.2,1,5,0,19,0.9,158,5,15,227,1856,992,13,0,16,1,1,0
15,630,0,1.8,0,8,1,51,0.9,193,8,9,1315,1323,2751,17,6,3,1,1,0
16,1846,1,1,0,5,1,53,0.7,106,8,7,185,1832,563,9,5,10,1,0,1
17,1985,0,0.5,1,14,1,26,1,163,2,17,613,1511,2083,13,3,14,1,1,0
18,1042,0,2.9,0,5,1,48,0.2,186,4,15,335,532,2187,9,2,5,1,0,0
19,1231,1,1.7,1,2,1,37,0.2,194,2,3,82,1771,3902,19,12,15,1,0,1
20,1488,0,2.6,0,9,0,37,0.7,189,4,20,47,559,2524,5,0,6,0,0,0
21,968,0,0.6,0,8,1,7,0.7,151,1,17,504,1930,1357,15,1,16,1,1,0
22,529,0,2.6,1,1,0,60,0.5,101,5,5,521,1591,3456,13,11,9,0,1,0
23,1558,0,1.7,1,7,0,50,0.1,115,2,10,777,1587,1641,17,0,9,0,1,1
24,533,1,0.7,1,16,0,58,0.8,97,5,18,512,1111,2322,17,3,2,0,1,0
25,1037,0,1.7,1,1,0,5,0.7,125,3,6,1194,1321,3862,17,4,7,1,1,0
26,1025,0,1.6,1,6,1,43,0.7,122,3,16,1003,1306,557,15,10,14,1,1,1
27,1858,0,3,1,0,0,17,0.6,124,4,1,575,1200,2427,16,11,13,1,1,0
28,980,0,0.5,0,1,0,8,0.1,91,5,5,54,658,625,17,3,7,0,1,1
29,644,1,0.5,1,9,0,15,0.2,139,5,10,627,630,3836,10,9,10,1,0,1
30,1024,1,1.6,1,0,1,38,0.8,81,2,0,129,1048,854,11,3,10,1,0,0
31,1981,0,2.9,1,2,1,11,0.3,184,8,13,876,1408,2383,11,2,18,1,0,0
32,1380,0,2.6,1,15,1,56,0.5,187,8,16,501,643,926,9,5,7,1,0,0
33,1557,1,1.7,1,1,0,32,0.3,152,7,11,1407,1633,3048,17,11,7,1,0,0
34,1201,1,2.2,1,10,0,49,0.8,175,4,20,722,992,824,18,13,9,1,0,0
35,1074,1,1.2,0,0,0,45,0.8,193,3,6,1219,1904,874,11,7,2,1,0,0
36,1175,1,2.1,0,3,0,33,0.9,124,6,8,119,1777,1617,5,3,7,0,0,1
37,1280,0,0.9,1,4,1,8,0.6,96,6,5,753,1557,3309,17,16,8,1,0,1
38,1715,0,0.6,1,1,1,28,0.4,112,6,16,162,847,1786,19,2,12,1,0,1
39,1165,0,0.9,0,4,0,40,0.9,150,2,11,313,528,3128,13,0,14,1,0,0
40,567,0,2.6,0,0,0,2,0.2,87,4,1,181,566,2243,16,6,10,0,1,1
41,1952,1,1.4,0,2,0,47,0.8,190,2,10,1416,1892,994,9,5,17,0,1,1
42,822,1,1.4,1,2,0,43,0.3,189,8,7,645,851,2749,13,4,16,1,0,1
43,685,1,0.5,1,0,0,12,0.5,121,6,15,79,633,793,5,4,11,0,0,1
44,1388,1,0.6,1,12,1,17,0.6,174,5,19,153,972,324,14,0,3,1,0,0
45,1972,0,2.1,0,2,0,48,0.6,188,3,14,480,748,366,5,3,17,1,1,0
46,1411,1,1.7,0,9,1,57,0.5,80,7,17,700,1234,1228,17,3,7,1,1,0
47,1094,0,2.3,1,2,0,20,0.9,135,1,5,221,610,1413,7,0,16,0,1,1
48,1653,0,0.7,1,1,1,13,0.5,114,4,15,1585,1896,2617,16,4,18,1,1,1
49,916,0,2,1,9,0,33,0.7,142,7,20,65,1867,1798,11,5,5,1,1,0
50,1712,0,0.8,0,1,0,29,0.3,149,7,6,556,816,2693,7,1,5,1,1,0
51,882,1,0.9,1,13,0,32,0.8,103,8,14,224,764,2437,17,14,15,0,1,1
52,632,0,1.2,0,6,1,33,0.5,101,2,10,705,992,837,16,4,3,1,0,0
53,1442,1,0.5,1,0,0,56,0.4,165,3,3,709,1695,2815,6,0,8,0,1,1
54,900,0,1.9,0,11,0,47,0.2,150,8,14,97,663,1440,14,2,4,1,1,1
55,1630,1,0.6,1,4,0,20,0.9,153,7,10,1131,1360,3470,17,6,4,1,1,0
56,1596,1,1.4,1,6,0,24,0.3,174,5,15,359,1022,1251,18,15,2,1,1,1
57,1272,1,0.5,0,9,1,54,0.6,133,8,11,1813,1871,3181,10,6,14,1,0,1
58,1640,0,2.5,1,1,0,7,0.2,135,4,2,839,1788,1361,9,1,7,0,1,1
59,1111,0,1.4,1,10,0,15,0.5,198,7,14,550,666,1630,13,5,2,1,0,1
60,1889,1,2.9,0,15,0,25,0.3,90,2,17,443,755,3689,9,6,2,1,0,1
61,1907,1,1.1,1,1,0,22,0.1,80,8,4,502,1113,3586,11,2,6,1,0,1
62,529,0,2.5,1,5,0,56,0.3,139,4,6,130,647,3942,10,0,7,0,0,1
63,578,0,0.5,0,3,1,38,0.7,121,6,5,19,667,1431,5,0,7,1,0,0
64,1634,1,2.3,1,2,1,39,0.4,164,1,7,386,636,2167,12,0,20,1,1,1
65,1533,1,1.2,1,1,1,22,0.6,172,3,15,22,1345,1248,9,2,9,1,0,0
66,660,0,0.6,0,5,1,47,0.1,83,3,6,49,1552,1986,8,0,15,1,1,0
67,1847,1,1.6,0,10,1,28,0.2,111,4,14,1497,1508,1378,5,2,18,1,0,1
68,1206,1,0.5,1,6,0,10,0.8,134,8,20,1327,1361,2959,5,1,20,0,0,1
69,549,1,0.5,0,3,1,53,0.8,173,5,5,555,1386,1893,5,2,19,1,1,1
70,1705,1,2.8,0,2,1,23,1,122,3,20,1560,1808,1676,8,6,20,1,1,1
71,1366,0,0.5,1,4,0,36,0.1,185,1,16,346,702,1912,17,13,19,0,0,1
72,1991,0,0.5,0,5,0,58,0.6,109,5,6,912,1660,1947,10,5,7,1,0,1
73,1102,1,1.2,0,5,1,40,1,175,3,14,756,882,2734,15,12,4,1,1,0
74,1452,0,1.1,0,3,1,32,0.5,175,3,5,699,1704,3617,16,1,12,1,1,0
75,1810,1,1.1,1,6,0,63,0.9,151,1,19,582,1752,3414,18,10,10,1,0,0
76,1166,1,2.2,1,2,1,41,1,165,7,4,680,1078,482,19,11,11,1,1,1
77,881,1,0.8,1,5,0,6,0.4,117,6,12,814,1015,2813,18,1,17,1,0,1
78,1134,1,0.5,1,0,1,64,0.5,166,5,0,672,1597,661,13,7,20,1,0,0
79,1031,1,2,1,1,1,20,0.7,177,1,4,450,911,2546,9,6,12,1,0,1
80,1376,1,2.4,1,0,1,34,0.4,167,6,1,757,1371,3922,5,0,2,1,0,0
81,1391,0,1.4,1,2,1,56,0.1,137,5,8,208,900,1199,15,8,10,1,1,1
